,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
2538,CHEMBL570041,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,IC50,5.31,4900.00,5.31,-0.00
2539,CHEMBL567295,CC(C)C[C@H]1CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,IC50,5.95,1120.00,5.95,0.00
2540,CHEMBL566637,CC(C)C[C@H]1CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,IC50,7.16,70.00,7.15,-0.01
2541,CHEMBL519668,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccccc3)nn2)c1)NO,IC50,8.02,9.60,8.02,-0.00
2542,CHEMBL512517,O=C(c1ccc(-c2nc(CS(=O)(=O)Cc3ccc(F)cc3)no2)s1)C(F)(F)F,IC50,6.16,700.00,6.15,-0.01
2543,CHEMBL507716,C[C@@H](NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1ccccc1,IC50,6.44,360.00,6.44,0.00
2544,CHEMBL503,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,IC50,4.79,16284.33,4.79,-0.00
2545,CHEMBL497332,CN(Cc1ccc2nccnc2c1)C(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,7.05,89.33,7.05,-0.00
2546,CHEMBL496094,O=C(c1ccc(C(=O)C(F)(F)F)s1)N1CCn2c(-c3ccccc3)cnc2C1,IC50,6.51,310.00,6.51,-0.00
2547,CHEMBL493347,NS(=O)(=O)NCCCCCC(=O)Nc1nc(-c2ccccc2)cs1,IC50,6.05,900.00,6.05,-0.00
2548,CHEMBL483494,O=C(CCCCCCC(=O)Nc1ccc(-c2cn(Cc3ccc(F)cc3)nn2)cc1)NO,IC50,8.72,1.90,8.72,0.00
2549,CHEMBL473836,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,IC50,6.75,180.00,6.74,-0.01
2550,CHEMBL471344,Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1,IC50,6.19,650.00,6.19,-0.00
2551,CHEMBL471174,O=C(c1ccc(-c2nc(CS(=O)(=O)c3cccs3)no2)s1)C(F)(F)F,IC50,6.28,520.00,6.28,0.00
2552,CHEMBL462209,CN(Cc1ccccc1)C(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,6.64,230.00,6.64,-0.00
2553,CHEMBL462146,CCNC(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,6.51,310.00,6.51,-0.00
2554,CHEMBL4457162,O=C(NO)c1ccc(CN2c3ccccc3Sc3cccnc32)cc1,IC50,8.30,5.00,8.30,0.00
2555,CHEMBL4296717,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,IC50,7.14,72.00,7.14,0.00
2556,CHEMBL4165724,CN(Cc1ccc(C(=O)NO)cc1F)CC12CC3CC(CC(C3)C1)C2,IC50,7.22,60.00,7.22,0.00
2557,CHEMBL4104117,O=C(NO)c1ccc(CNc2cccc3cccnc23)cc1,IC50,9.54,0.29,9.54,-0.00
2558,CHEMBL407959,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(C)=O)c3ncc(-c4ccccc4)[nH]3)c2c1,IC50,6.47,340.00,6.47,-0.00
2559,CHEMBL4077645,O=C(Cc1ccc(C(=O)NO)cc1)NC1=CC(=O)c2ccccc2C1=O,IC50,8.22,6.00,8.22,0.00
2560,CHEMBL396097,O=C(NO)C(c1ccccc1)c1ccccc1,IC50,4.96,11000.00,4.96,-0.00
2561,CHEMBL3758444,O=C(NCCCCCCS)c1cc(-c2ccc(F)cc2)n[nH]1,IC50,6.12,759.00,6.12,-0.00
2562,CHEMBL3655915,CC(Nc1ncc(C(=O)NO)cn1)c1ccccc1,IC50,8.70,2.00,8.70,-0.00
2563,CHEMBL3353927,O=C1CC[C@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2cccc(C(F)(F)F)c2)N1,IC50,8.30,5.00,8.30,0.00
2564,CHEMBL3287266,C/C=C/c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,6.42,378.00,6.42,0.00
2565,CHEMBL3287265,CC(C)(O)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,5.02,9538.00,5.02,0.00
2566,CHEMBL3287263,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1CCOCc1ccccc1)NO,IC50,6.02,953.50,6.02,0.00
2567,CHEMBL3287262,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1Cc1ccccc1)NO,IC50,5.76,1748.00,5.76,-0.00
2568,CHEMBL3287261,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccc([N+](=O)[O-])cc1)NO,IC50,5.97,1068.50,5.97,0.00
2569,CHEMBL3287260,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccccc1Cl)NO,IC50,5.29,5174.00,5.29,-0.00
2570,CHEMBL3287259,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccc(F)cc1Cl)NO,IC50,5.30,4990.50,5.30,0.00
2571,CHEMBL3287258,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccc(F)cc1)NO,IC50,6.30,500.50,6.30,0.00
2572,CHEMBL3287257,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccccc1)NO,IC50,6.33,468.50,6.33,-0.00
2573,CHEMBL3287253,CC(C)c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,5.92,1208.00,5.92,-0.00
2574,CHEMBL3287252,CCc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,6.03,934.00,6.03,-0.00
2575,CHEMBL3287251,Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,5.96,1108.00,5.96,-0.00
2576,CHEMBL3287023,O=C(CCCCNC(=O)c1csc(-c2nccs2)n1)NO,IC50,5.96,1105.00,5.96,-0.00
2577,CHEMBL3287022,Cc1nc(-c2nc(C(=O)NCCCCC(=O)NO)cs2)cs1,IC50,5.92,1192.00,5.92,0.00
2578,CHEMBL3287008,CC(C)[C@H](NC(=O)c1csc(-c2cscn2)n1)C(=O)OC/C=C/CCS,IC50,5.43,3713.00,5.43,0.00
2579,CHEMBL3110287,Oc1cccn(CCCCCn2cc(-c3ccccc3)nn2)c1=S,IC50,6.04,911.00,6.04,0.00
2580,CHEMBL3110286,Oc1cccn(CCCCn2cc(-c3ccccc3)nn2)c1=S,IC50,5.96,1085.00,5.96,0.00
2581,CHEMBL3110285,Oc1cccn(CCCn2cc(-c3ccccc3)nn2)c1=S,IC50,5.44,3628.00,5.44,0.00
2582,CHEMBL3110283,N#Cc1ccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)cc1C(F)(F)F,IC50,6.18,661.00,6.18,-0.00
2583,CHEMBL3110282,CN(C)c1ccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)cc1,IC50,6.00,1006.00,6.00,-0.00
2584,CHEMBL3110281,N#Cc1cccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)c1,IC50,6.45,356.00,6.45,-0.00
2585,CHEMBL3110280,N#Cc1ccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)cc1,IC50,6.04,905.00,6.04,0.00
2586,CHEMBL3110279,Cc1ccccc1-c1cn(CCCCCn2cccc(O)c2=S)nn1,IC50,6.20,637.00,6.20,-0.00
2587,CHEMBL3110278,Cc1cccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)c1,IC50,5.96,1100.00,5.96,-0.00
2588,CHEMBL3110277,Cc1ccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)cc1,IC50,6.09,807.00,6.09,0.00
2589,CHEMBL3110015,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,IC50,5.72,1900.00,5.72,0.00
2590,CHEMBL3110003,O=C(NO)C1c2ccccc2-c2ccccc21,IC50,5.31,4900.00,5.31,-0.00
2591,CHEMBL3098604,Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1,IC50,8.52,3.00,8.52,0.00
2592,CHEMBL3098602,O=C(CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc1cccc(C(F)(F)F)c1)NO,IC50,8.70,2.00,8.70,-0.00
2593,CHEMBL2401849,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)Cc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)cc1)c1ccccc1,IC50,6.66,221.00,6.66,-0.00
2594,CHEMBL2390995,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)cc3)CC1)O2)NO,IC50,6.72,191.00,6.72,-0.00
2595,CHEMBL2347011,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)NCc2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)C1,IC50,7.47,34.00,7.47,-0.00
2596,CHEMBL2347010,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)Nc2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)C1,IC50,6.89,127.40,6.89,0.00
2597,CHEMBL2347009,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)NO,IC50,6.88,133.30,6.88,-0.00
2598,CHEMBL2347005,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)NCCCCCCC(=O)NO)C1,IC50,6.86,139.70,6.85,-0.01
2599,CHEMBL2337875,Oc1cccn(Cc2ccccc2)c1=S,IC50,6.34,457.00,6.34,0.00
2600,CHEMBL2337874,Oc1ccc[nH]c1=S,IC50,6.17,681.00,6.17,-0.00
2601,CHEMBL2337873,Oc1cccn(Cc2ccc(-c3ccccc3)cc2)c1=S,IC50,6.07,847.00,6.07,0.00
2602,CHEMBL2337872,N#Cc1ccc(-c2ccc(Cn3cccc(O)c3=S)cc2)cc1,IC50,6.02,957.00,6.02,-0.00
2603,CHEMBL2337869,Cc1ccc(-c2ccc(Cn3cccc(O)c3=S)cc2)cc1,IC50,6.34,454.00,6.34,0.00
2604,CHEMBL2337868,Cc1cccc(-c2ccc(Cn3cccc(O)c3=S)cc2)c1,IC50,6.09,812.00,6.09,0.00
2605,CHEMBL2337865,CN(C)c1ccc(-c2ccc(Cn3cccc(O)c3=S)cc2)cn1,IC50,5.62,2390.00,5.62,0.00
2606,CHEMBL2337864,Oc1cccn(Cc2ccc(-c3ccncc3)cc2)c1=S,IC50,5.66,2204.00,5.66,-0.00
2607,CHEMBL2337862,CN(C)c1ccc(-n2cc(Cn3cccc(O)c3=S)nn2)cc1,IC50,5.99,1023.00,5.99,0.00
2608,CHEMBL2179619,O=C(NO)c1ccc(CN(CCc2ccccc2)C(=O)Nc2ccccc2)cc1,IC50,7.85,14.00,7.85,0.00
2609,CHEMBL2179617,COCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,IC50,8.03,9.26,8.03,0.00
2610,CHEMBL2179616,COCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,IC50,7.93,11.70,7.93,0.00
2611,CHEMBL2179615,COc1ccccc1NC(=O)N(CCc1ccc(O)cc1)Cc1ccc(C(=O)NO)cc1,IC50,8.24,5.80,8.24,-0.00
2612,CHEMBL2179250,COc1ccccc1NC(=O)N(CCc1c[nH]c2ccccc12)Cc1ccc(C(=O)NO)cc1,IC50,6.33,468.00,6.33,-0.00
2613,CHEMBL2179249,COc1ccccc1NC(=O)N(CCCO)Cc1ccc(C(=O)NO)cc1,IC50,8.62,2.38,8.62,0.00
2614,CHEMBL2179248,COc1ccccc1NC(=O)N(CCCN(C)C)Cc1ccc(C(=O)NO)cc1,IC50,6.34,458.00,6.34,-0.00
2615,CHEMBL2179247,COc1ccccc1NC(=O)NCc1ccc(C(=O)NO)cc1,IC50,6.86,139.00,6.86,-0.00
2616,CHEMBL2179246,CCN(C(=O)NCc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,7.39,41.10,7.39,-0.00
2617,CHEMBL2179245,COCCCN(C(=O)NCc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,7.22,60.30,7.22,-0.00
2618,CHEMBL2179244,CCCCN(C(=O)NCc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,7.60,25.20,7.60,-0.00
2619,CHEMBL2012817,CCC(=O)CCCCC[C@@H]1NC(=O)[C@@H](C)n2nncc2[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,5.21,6100.00,5.21,0.00
2620,CHEMBL1165293,C[C@H](CCCCC(=O)Nc1ccccc1N)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,4.09,81050.00,4.09,0.00
2621,CHEMBL511749,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,IC50,9.49,0.33,9.48,-0.01
2622,CHEMBL4080014,Cc1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1F,IC50,8.52,3.00,8.52,0.00
2623,CHEMBL4066043,O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,IC50,7.25,56.00,7.25,0.00
2624,CHEMBL3693798,CC(O)(c1ccc(F)cc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,8.52,3.00,8.52,0.00
2625,CHEMBL3693797,COC(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)(c1cccc(F)c1)c1cccc(F)c1,IC50,7.82,15.00,7.82,0.00
2626,CHEMBL3693796,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(O)(c2cccc(F)c2)c2cccc(F)c2)cc1,IC50,8.00,10.00,8.00,0.00
2627,CHEMBL3693795,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2cccc(F)c2)c2cccc(F)c2)cc1)NO,IC50,8.30,5.00,8.30,0.00
2628,CHEMBL3693794,CCOC(c1ccccc1)(c1ccccc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,7.89,13.00,7.89,-0.00
2629,CHEMBL3693793,O=C(CCCCCCNC(=O)c1ccc(N(C(=O)c2ccccn2)c2ccccc2)cc1)NO,IC50,8.30,5.00,8.30,0.00
2630,CHEMBL3693786,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,IC50,8.59,2.60,8.59,-0.00
2631,CHEMBL3693720,CN(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)c1c(F)cccc1F,IC50,8.70,2.00,8.70,-0.00
2632,CHEMBL3287255,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1C1CC1)NO,IC50,7.21,61.49,7.21,0.00
2633,CHEMBL2431901,Cn1cccc1C(=O)N1CCc2cc(C(=O)NO)ccc2C1,IC50,7.44,36.00,7.44,0.00
2634,CHEMBL2431862,Cn1cccc1C(=O)NCc1ccc(C(=O)NO)cc1,IC50,7.72,19.00,7.72,0.00
2635,CHEMBL2364628,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,8.33,4.70,8.33,-0.00
2636,CHEMBL2170177,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,IC50,5.54,2900.00,5.54,-0.00
2637,CHEMBL1173445,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,IC50,5.73,1850.00,5.73,0.00
2638,CHEMBL471173,CCCS(=O)(=O)Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1,IC50,6.51,326.67,6.49,-0.02
2639,CHEMBL462208,C[C@H](NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1ccccc1,IC50,6.73,190.00,6.72,-0.01
2640,CHEMBL4087968,Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,IC50,5.14,7190.00,5.14,0.00
2641,CHEMBL3655950,O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1,IC50,8.72,1.90,8.72,0.00
2642,CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,IC50,5.34,6533.33,5.18,-0.16
2643,CHEMBL4469488,O=C(NCCc1cc(C(=O)NO)no1)c1ccc(Cl)c(Cl)c1,IC50,7.92,12.00,7.92,0.00
2644,CHEMBL4160632,O=C(CCCCCN1C(=O)c2cccc3c(N4CCOCC4)ccc(c23)C1=O)NO,IC50,8.40,4.00,8.40,-0.00
2645,CHEMBL4079541,O=C(NO)c1ccc(CN(CCO)C(=O)Cc2ccccc2)cc1,IC50,7.60,25.00,7.60,0.00
2646,CHEMBL3310505,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,5.98,1095.00,5.96,-0.02
2647,CHEMBL3287267,C=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,5.64,2300.00,5.64,-0.00
2648,CHEMBL3287250,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,5.92,1223.50,5.91,-0.01
2649,CHEMBL3086767,CCOC(=O)NCCCC(=O)NCCc1ccccc1,IC50,6.36,433.00,6.36,0.00
2650,CHEMBL27759,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,4.89,13000.00,4.89,-0.00
2651,CHEMBL2337867,Cc1ccccc1-c1ccc(Cn2cccc(O)c2=S)cc1,IC50,6.51,306.00,6.51,0.00
2652,CHEMBL213934,CC(C)(C)OC(=O)N[C@@H](CCCCCS)C(=O)NC1CCCC1,IC50,7.40,41.00,7.39,-0.01
2653,CHEMBL146250,C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,IC50,6.65,239.00,6.62,-0.03
2654,CHEMBL518821,O=C(c1ccc(-c2nc(COc3ccc(-c4nnco4)cc3)no2)s1)C(F)(F)F,IC50,6.12,760.00,6.12,-0.00
2655,CHEMBL4536605,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,8.64,2.30,8.64,-0.00
2656,CHEMBL4456445,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,IC50,5.21,6200.00,5.21,-0.00
2657,CHEMBL4447715,O=C(NO)c1ccc(CNC(=O)c2ccc(Cl)c(Cl)c2)cc1,IC50,8.70,2.00,8.70,-0.00
2658,CHEMBL4090165,O=C(NO)c1ccc(Cn2cc(-c3ccc(CN4CCCC4)cc3)nn2)cc1,IC50,7.96,11.00,7.96,-0.00
2659,CHEMBL4065147,O=C(CS)NCCCCCn1ccc2cc(Cl)c(Cl)cc21,IC50,7.94,11.40,7.94,0.00
2660,CHEMBL3970950,O=C(NO)c1ccc(Cn2cccn2)cc1,IC50,7.96,10.90,7.96,0.00
2661,CHEMBL3890846,O=C(CCCCCc1ccc2c(c1)OCO2)NO,IC50,7.43,36.70,7.44,0.01
2662,CHEMBL3792392,O=C(CCCc1csc(/C=C/c2ccccc2)n1)NO,IC50,6.70,199.30,6.70,0.00
2663,CHEMBL3693812,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccc2F)c2ccccc2F)cc1)NO,IC50,8.52,3.00,8.52,0.00
2664,CHEMBL3693811,COC(C)(c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1)c1ccccn1,IC50,7.38,42.00,7.38,-0.00
2665,CHEMBL3693810,COC(C)(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)c1ccccn1,IC50,8.40,4.00,8.40,-0.00
2666,CHEMBL3693809,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccccn2)cc1,IC50,7.44,36.00,7.44,0.00
2667,CHEMBL3693808,CC(O)(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)c1ccccn1,IC50,8.15,7.00,8.15,0.00
2668,CHEMBL3693807,COC(C)(c1ccc(F)cc1)c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,IC50,7.77,17.00,7.77,-0.00
2669,CHEMBL3693806,COC(C)(c1ccc(F)cc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,8.52,3.00,8.52,0.00
2670,CHEMBL3693805,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(C)(O)c2ccc(F)cc2)cc1,IC50,7.64,23.00,7.64,-0.00
2671,CHEMBL3693804,C[C@@](O)(c1ccc(F)cc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,8.52,3.00,8.52,0.00
2672,CHEMBL3693803,C[C@](O)(c1ccc(F)cc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,8.52,3.00,8.52,0.00
2673,CHEMBL3693802,COC(c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1)(c1cccc(F)c1)c1cccc(F)c1,IC50,7.33,47.00,7.33,-0.00
2674,CHEMBL3693801,CCOC(c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1)(c1ccccn1)c1ccccn1,IC50,7.35,45.00,7.35,-0.00
2675,CHEMBL3693800,CCOC(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)(c1ccccn1)c1ccccn1,IC50,8.22,6.00,8.22,0.00
2676,CHEMBL3693799,CCOC(c1ccccc1)(c1ccccc1)c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,IC50,7.44,36.00,7.44,0.00
2677,CHEMBL3693792,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(c2ccccc2)c2ccccc2)cc1,IC50,7.33,47.00,7.33,-0.00
2678,CHEMBL3693791,O=C(CCCCCCNC(=O)c1ccc(C(c2ccccc2)c2ccccc2)cc1)NO,IC50,7.66,22.00,7.66,-0.00
2679,CHEMBL3693790,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(O)(c2ccccc2)c2ccncc2)cc1,IC50,7.75,18.00,7.74,-0.01
2680,CHEMBL3693789,COC(c1ccccc1)(c1ccncc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,8.52,3.00,8.52,0.00
2681,CHEMBL3693788,Cc1cccc(C)c1Nc1ccc2c(c1)CN(CCCCCCC(=O)NO)C2=O,IC50,8.52,3.00,8.52,0.00
2682,CHEMBL3693787,Cc1cccc(C)c1N(c1ccccc1)c1ncc(C(=O)NCCCCCCC(=O)NO)cn1,IC50,8.30,5.00,8.30,0.00
2683,CHEMBL3693785,Cc1ccccc1N(c1ncc(C(=O)NCCCCCCC(=O)NO)cn1)c1ccccc1C,IC50,8.05,9.00,8.05,-0.00
2684,CHEMBL3693784,CN(CCCCCCC(=O)NO)C(=O)c1ccc(C(O)(c2ccccn2)c2ccccn2)cc1,IC50,7.44,36.00,7.44,0.00
2685,CHEMBL3693783,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccn2)c2ccccn2)cc1)NO,IC50,8.40,4.00,8.40,-0.00
2686,CHEMBL3693782,COC(c1ccccc1)(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)c1ccccn1,IC50,8.52,3.00,8.52,0.00
2687,CHEMBL3693781,COC(c1ccccc1)(c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1)c1cccnc1,IC50,7.72,19.00,7.72,0.00
2688,CHEMBL3693780,COC(c1ccccc1)(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)c1cccnc1,IC50,8.52,3.00,8.52,0.00
2689,CHEMBL3693779,COC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,IC50,7.89,13.00,7.89,-0.00
2690,CHEMBL3693778,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)cc1)NO,IC50,8.52,3.00,8.52,0.00
2691,CHEMBL3693777,O=C(CCCCCCNC(=O)c1ccc(N(C(=O)c2ccccc2)c2ccccc2)cc1)NO,IC50,8.70,2.00,8.70,-0.00
2692,CHEMBL3693776,CN(CCCCCCC(=O)NO)C(=O)c1ccc(N(C(=O)c2ccccc2)c2ccccc2)cc1,IC50,7.57,27.00,7.57,-0.00
2693,CHEMBL3693775,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccc2)c2ccncc2)cc1)NO,IC50,8.40,4.00,8.40,-0.00
2694,CHEMBL3693773,O=C(CCCCCCNC(=O)c1ccc(C(O)(c2ccccc2)c2ccccc2)cc1)NO,IC50,8.00,10.00,8.00,0.00
2695,CHEMBL3693772,Cc1cccc(C)c1Nc1ccc(C(=O)N(C)CCCCC(=O)NO)cc1,IC50,6.44,363.00,6.44,0.00
2696,CHEMBL3693771,CC(C)c1cccc(C(C)C)c1Nc1ncc(C(=O)N(C)CCCCCCC(=O)NO)cn1,IC50,7.29,51.00,7.29,0.00
2697,CHEMBL3693770,Cc1cccc(C)c1N(c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1)c1ncccn1,IC50,7.62,24.00,7.62,-0.00
2698,CHEMBL3693769,Cc1cc(C)c(Nc2ncc(C(=O)N(C)CCCCCCC(=O)NO)cn2)c(C)c1,IC50,7.42,38.00,7.42,0.00
2699,CHEMBL3693768,Cc1ccccc1N(c1ccccc1)c1ncc(C(=O)NCCCCCCC(=O)NO)cn1,IC50,8.05,9.00,8.05,-0.00
2700,CHEMBL3693767,Cc1cccc(C)c1Nc1ccc(C(=O)N(C)CCCCCC(=O)NO)cc1,IC50,7.34,46.00,7.34,-0.00
2701,CHEMBL3693766,CN(CCCCCCC(=O)NO)C(=O)c1ccc(N(c2ccccc2)c2ncccn2)cc1,IC50,7.75,18.00,7.74,-0.01
2702,CHEMBL3693765,Cc1cccc(C)c1N(c1ccc(C(=O)NCCCCCCC(=O)NO)cc1)c1ncccn1,IC50,8.40,4.00,8.40,-0.00
2703,CHEMBL3693764,Cc1cccc(Cl)c1Nc1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,IC50,7.96,11.00,7.96,-0.00
2704,CHEMBL3693763,Cc1cccc(C)c1Nc1ccccc1C(=O)N(C)CCCCCCC(=O)NO,IC50,7.32,48.00,7.32,-0.00
2705,CHEMBL3693762,Cc1cccnc1N(c1ccccc1)c1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,IC50,7.57,27.00,7.57,-0.00
2706,CHEMBL3693761,CC(C)c1cccc(C(C)C)c1Nc1ccc(C(=O)N(C)CCCCCCC(=O)NO)cc1,IC50,6.96,109.00,6.96,0.00
