,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
2385,CHEMBL3828492,CN(Cc1nc2c(N3CCOCC3)nc(-c3cccc(O)c3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,9.26,0.55,9.26,0
2386,CHEMBL3828747,CN(Cc1nc2c(N3CCOCC3)nc(Cl)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,8.96,1.1,8.96,0
2387,CHEMBL3930237,C[C@@H](N)C(=O)NCc1nnc(-c2ccccc2)o1,IC50,6.58,260,6.59,0.01
2388,CHEMBL3979648,COC(=O)CCCCCCCc1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,IC50,4.69,20600,4.69,0
2389,CHEMBL3955013,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)c(F)c1,IC50,5.21,6190,5.21,0
2390,CHEMBL3983635,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCC(=O)NO)c(F)c1,IC50,5.54,2890,5.54,0
2391,CHEMBL3966165,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCOCCC(=O)NO)c(F)c1,IC50,4.24,58100,4.24,0
2392,CHEMBL3894825,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)OCCCCCC(=O)NO)c(F)c1,IC50,5.5,3150,5.5,0
2393,CHEMBL3973951,O=C(/C=C/c1cccc(S(=O)(=O)c2ccc3ccccc3n2)c1)NO,IC50,7.85,14,7.85,0
2394,CHEMBL3925939,O=C(/C=C/c1cccc(S(=O)(=O)c2ccc3cccc(F)c3n2)c1)NO,IC50,8.24,5.74,8.24,0
2395,CHEMBL3982710,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1,IC50,7.89,12.8,7.89,0
2396,CHEMBL3921816,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1,IC50,7.58,26.6,7.58,0
2397,CHEMBL3893822,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2C)cn1,IC50,8.28,5.2,8.28,0
2398,CHEMBL3930762,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCC(=O)NO)nn5)cc34)cc2C)cn1,IC50,8.16,6.9,8.16,0
2399,CHEMBL3902778,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)nn1)NO,IC50,8.25,5.6,8.25,0
2400,CHEMBL3939771,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)nn1)NO,IC50,8.14,7.2,8.14,0
2401,CHEMBL3911796,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)nn1)NO,IC50,8.08,8.3,8.08,0
2402,CHEMBL3964033,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)nn1)NO,IC50,7.41,38.6,7.41,0
2403,CHEMBL3930620,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,IC50,9.14,0.72,9.14,0
2404,CHEMBL3929484,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,IC50,8.85,1.4,8.85,0
2405,CHEMBL3957055,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,IC50,8.59,2.6,8.59,0
2406,CHEMBL3920583,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,IC50,8.15,7,8.15,0
2407,CHEMBL3884044,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCC(=O)NO)cc2)cc1,IC50,5.73,1870,5.73,0
2408,CHEMBL3885496,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCCC(=O)NO)cc2)cc1,IC50,5.99,1030,5.99,0
2409,CHEMBL3883830,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCCCC(=O)NO)cc2)cc1,IC50,6.01,968,6.01,0
2410,CHEMBL3883667,Cc1ccc(-c2cc(C(=O)NCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,6.4,400,6.4,0
2411,CHEMBL3884279,Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,6.68,208,6.68,0
2412,CHEMBL3883560,Cc1ccc(-c2cc(C(=O)NCCCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,7.22,60,7.22,0
2413,CHEMBL3884141,Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,6.58,261,6.58,0
2414,CHEMBL3884118,COc1ccc2c(c1)c(CC(=O)NCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,5.74,1810,5.74,0
2415,CHEMBL3885367,COc1ccc2c(c1)c(CC(=O)NCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,6.01,980,6.01,0
2416,CHEMBL3885245,COc1ccc2c(c1)c(CC(=O)NCCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,5.75,1760,5.75,0
2417,CHEMBL3884506,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(-c2cn(CCCCCCC(=O)NO)nn2)cc1,IC50,6.96,111,6.95,-0.01
2418,CHEMBL3884552,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,IC50,6.11,778,6.11,0
2419,CHEMBL3885174,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,IC50,7.05,89,7.05,0
2420,CHEMBL3885011,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,IC50,6.6,251,6.6,0
2421,CHEMBL3945293,O=C(CCCCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,5.63,2340,5.63,0
2422,CHEMBL3917405,O=C(CCCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,6.65,222,6.65,0
2423,CHEMBL3951291,O=C(CCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,5.39,4070,5.39,0
2424,CHEMBL3980203,O=C(CCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,5.51,3090,5.51,0
2425,CHEMBL3942555,O=C(CCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,IC50,5.62,2400,5.62,0
2426,CHEMBL435160,O=C(CCCCCC(Cc1ccccc1)C(=O)NO)Nc1ccccc1,IC50,4.08,84000,4.08,0
2427,CHEMBL3953547,CCCCCC(CCCCCC(=O)Nc1ccccc1)C(=O)NO,IC50,4.32,48000,4.32,0
2428,CHEMBL3689762,COc1cc(Nc2c(CCc3ccccc3)nc3ccc(/C=C/C(=O)NO)cn23)cc(OC)c1OC,IC50,6.82,150,6.82,0
2429,CHEMBL3689764,O=C(/C=C/c1ccc2nc(CCc3ccccc3)c(Nc3ccc(N4CCCCC4)cc3)n2c1)NO,IC50,6.1,790,6.1,0
2430,CHEMBL3689765,COCCNc1c(CCc2ccccc2)nc2ccc(/C=C/C(=O)NO)cn12,IC50,6.46,350,6.46,0
2431,CHEMBL3689766,O=C(/C=C/c1ccc2nc(CCc3ccccc3)c(NC3CCCCC3)n2c1)NO,IC50,5.85,1400,5.85,0
2432,CHEMBL3689767,COCCNc1c(C(C)C)nc2ccc(/C=C/C(=O)NO)cn12,IC50,5.57,2700,5.57,0
2433,CHEMBL3689768,COCCNc1c(CC(C)(C)C)nc2ccc(/C=C/C(=O)NO)cn12,IC50,6,1000,6,0
2434,CHEMBL3689769,CCCCCc1nc2ccc(/C=C/C(=O)NO)cn2c1NCCOC,IC50,5.89,1300,5.89,0
2435,CHEMBL3689770,COCCNc1c(CCC(=O)O)nc2ccc(/C=C/C(=O)NO)cn12,IC50,6.5,320,6.49,-0.01
2436,CHEMBL3689771,CCc1nc2ccc(/C=C/C(=O)NO)cn2c1NCCOC,IC50,5.22,6000,5.22,0
2437,CHEMBL3689773,CCCCNc1c(CCCC)nc2ccc(/C=C/C(=O)NO)cn12,IC50,6.14,720,6.14,0
2438,CHEMBL3689774,CC(C)Nc1c(C(C)C)nc2ccc(/C=C/C(=O)NO)cn12,IC50,5.57,2700,5.57,0
2439,CHEMBL3689775,COCCNc1c(CC(C)CC(C)(C)C)nc2ccc(/C=C/C(=O)NO)cn12,IC50,6.12,760,6.12,0
2440,CHEMBL3689777,CCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCOC,IC50,6.52,300,6.52,0
2441,CHEMBL3689778,CCCCCCc1nc2ccc(/C=C/C(=O)NO)cn2c1NCCC(=O)NCC,IC50,6.2,630,6.2,0
2442,CHEMBL3689779,CCCCCCc1nc2ccc(/C=C/C(=O)NO)cn2c1NCCC(=O)NCCN(C)C,IC50,6.11,780,6.11,0
2443,CHEMBL3689780,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCCN(C)C,IC50,7,99,7,0
2444,CHEMBL3689781,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCCCC,IC50,6.89,130,6.89,0
2445,CHEMBL3689782,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NC(C)(C)C,IC50,6.85,140,6.85,0
2446,CHEMBL3689783,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCC(F)(F)F,IC50,6.8,160,6.8,0
2447,CHEMBL3689784,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCCOC,IC50,6.89,130,6.89,0
2448,CHEMBL3689785,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCCSC,IC50,7.14,73,7.14,0
2449,CHEMBL3689786,C#CCNC(=O)CCNc1c(CCCCCC)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.85,140,6.85,0
2450,CHEMBL3689787,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NC(CO)C(C)C,IC50,6.75,180,6.74,-0.01
2451,CHEMBL3689788,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCCN(CC)CC,IC50,6.96,110,6.96,0
2452,CHEMBL3689789,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCC,IC50,6.42,380,6.42,0
2453,CHEMBL3689790,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)N(C)C,IC50,6.06,880,6.06,0
2454,CHEMBL3689792,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)N(C)CCN(C)C,IC50,6.62,240,6.62,0
2455,CHEMBL3689793,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)N(CCC)CCO,IC50,6.08,830,6.08,0
2456,CHEMBL3689794,O=C(/C=C/c1ccn2cc(-c3ccccc3)nc2c1)NO,IC50,6.06,870,6.06,0
2457,CHEMBL3689795,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCC(C)(C)CN(C)C,IC50,6.85,140,6.85,0
2458,CHEMBL3689796,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NC,IC50,6.41,390,6.41,0
2459,CHEMBL3689797,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)N(C)C(C)C,IC50,6.23,590,6.23,0
2460,CHEMBL3689798,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)N(CCOC)C(C)C,IC50,6.44,360,6.44,0
2461,CHEMBL3689799,CCCCNCc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.8,160,6.8,0
2462,CHEMBL3689801,Cc1cn2ccc(/C=C/C(=O)NO)cc2n1,IC50,5.89,1300,5.89,0
2463,CHEMBL3689802,CCCCNCc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.8,160,6.8,0
2464,CHEMBL3689803,CCN(CC)CCNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,5.7,2000,5.7,0
2465,CHEMBL3639886,CCN(CCN(C)C)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,5.54,2900,5.54,0
2466,CHEMBL3689805,CCN(CC)CCNCc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.19,650,6.19,0
2467,CHEMBL3689806,CCCN(CCO)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6,1000,6,0
2468,CHEMBL3689807,CCCCNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.8,160,6.8,0
2469,CHEMBL3689808,CCCN(C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.28,520,6.28,0
2470,CHEMBL3689809,CCN(CC)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.7,200,6.7,0
2471,CHEMBL3689810,CCCN(CC)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.62,240,6.62,0
2472,CHEMBL3689811,CCCN(Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12)CC1CC1,IC50,6.22,600,6.22,0
2473,CHEMBL3689812,CCCN(Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12)C(C)CC,IC50,6,1000,6,0
2474,CHEMBL3689813,CC1CN(Cc2c(-c3ccccc3)nc3cc(/C=C/C(=O)NO)ccn23)CC(C)O1,IC50,5.62,2400,5.62,0
2475,CHEMBL3689814,CCN(CCOC)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,5.8,1600,5.8,0
2476,CHEMBL3689815,CCN1CCN(Cc2c(-c3ccccc3)nc3cc(/C=C/C(=O)NO)ccn23)CC1,IC50,5.34,4600,5.34,0
2477,CHEMBL3689816,O=C(/C=C/c1ccn2c(CN3CCN(Cc4ccccc4)CC3)c(-c3ccccc3)nc2c1)NO,IC50,5.82,1500,5.82,0
2478,CHEMBL3689817,CC(C)(C)CNCc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.64,230,6.64,0
2479,CHEMBL3689818,O=C(/C=C/c1ccn2c(CN3CCCC3)c(-c3ccccc3)nc2c1)NO,IC50,7.08,84,7.08,0
2480,CHEMBL3689819,O=C(/C=C/c1ccn2c(CNCC3CC3)c(-c3ccccc3)nc2c1)NO,IC50,7.1,80,7.1,0
2481,CHEMBL3689820,O=C(/C=C/c1ccn2c(CNC3CC3)c(-c3ccccc3)nc2c1)NO,IC50,6.51,310,6.51,0
2482,CHEMBL3689821,CCCCNCc1c(-c2ccc(F)cc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.2,63,7.2,0
2483,CHEMBL3689822,CC(C)(C)NCc1c(-c2ccc(F)cc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.29,51,7.29,0
2484,CHEMBL3689825,CC(C)(C)CNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.72,190,6.72,0
2485,CHEMBL3689826,CCC(CC)CNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.8,160,6.8,0
2486,CHEMBL3689827,CC(C)(C)NCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.89,130,6.89,0
2487,CHEMBL3689830,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CNC(C)(C)C,IC50,7.7,20,7.7,0
2488,CHEMBL3689831,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CCC)CCC,IC50,6.7,200,6.7,0
2489,CHEMBL3689832,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CC,IC50,6.75,180,6.74,-0.01
2490,CHEMBL3689833,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(C)CCCC,IC50,7.16,70,7.15,-0.01
2491,CHEMBL3689835,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CCC)CCCC,IC50,7.05,90,7.05,0
2492,CHEMBL3689837,CCN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,5.92,1200,5.92,0
2493,CHEMBL3689838,CCCCN(CCCC)Cc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.1,80,7.1,0
2494,CHEMBL3689839,CCCN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.57,270,6.57,0
2495,CHEMBL3689840,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(C)C,IC50,7.4,40,7.4,0
2496,CHEMBL3689841,CCNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.22,60,7.22,0
2497,CHEMBL3689842,CCCCN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.22,60,7.22,0
2498,CHEMBL3689843,CCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC(C)C,IC50,6.24,570,6.24,0
2499,CHEMBL3689844,CCCCCN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.89,130,6.89,0
2500,CHEMBL3689845,CCC(C)CN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.58,260,6.59,0.01
2501,CHEMBL3689846,CCN(CCC(C)C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.22,60,7.22,0
2502,CHEMBL3689847,CCCCCCN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.62,240,6.62,0
2503,CHEMBL3689848,CCCC(C)CN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.33,470,6.33,0
2504,CHEMBL3689849,CCN(CCC(C)(C)C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.16,70,7.15,-0.01
2505,CHEMBL3689850,CCC(CC)CN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.72,190,6.72,0
2506,CHEMBL3689851,CCCCCCCN(CC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.27,540,6.27,0
2507,CHEMBL3689852,CCN(CCCSC)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.05,90,7.05,0
2508,CHEMBL3689853,CCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC1CCOC1,IC50,6.43,370,6.43,0
2509,CHEMBL3689854,CCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC1CC1,IC50,6.48,330,6.48,0
2510,CHEMBL3689855,CCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC1CCCCC1,IC50,6.72,190,6.72,0
2511,CHEMBL3689856,CCCCN(CC)Cc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.52,30,7.52,0
2512,CHEMBL3689857,CCCN(CC)Cc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.27,540,6.27,0
2513,CHEMBL3689859,CCCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)C(C)C,IC50,6.52,300,6.52,0
2514,CHEMBL3689861,Cc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(C)CC(C)(C)C,IC50,6.11,780,6.11,0
2515,CHEMBL3689862,CCN(Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12)CC(F)(F)F,IC50,5.13,7400,5.13,0
2516,CHEMBL3689863,CCCCN(C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.66,220,6.66,0
2517,CHEMBL3689864,CCC(CC)CN(C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.39,410,6.39,0
2518,CHEMBL3689865,CC(C)CCN(C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.46,350,6.46,0
2519,CHEMBL3689866,CN(CCC(C)(C)C)Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.57,270,6.57,0
2520,CHEMBL3689867,CCCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC(C)(C)C,IC50,6.89,130,6.89,0
2521,CHEMBL3689868,CCN(Cc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12)CC(C)(C)C,IC50,7.3,50,7.3,0
2522,CHEMBL3689869,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CC(C)C,IC50,7.05,90,7.05,0
2523,CHEMBL3689871,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)C,IC50,7.7,20,7.7,0
2524,CHEMBL3689872,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CC(C)(C)C,IC50,6.8,160,6.8,0
2525,CHEMBL3689873,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)(C)C,IC50,7.52,30,7.52,0
2526,CHEMBL3689874,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CC(CC)CC,IC50,6.82,150,6.82,0
2527,CHEMBL3689875,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)CC(C)(C)C,IC50,6.7,200,6.7,0
2528,CHEMBL3689876,CCCCN(CC)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.4,40,7.4,0
2529,CHEMBL3689877,CCN(CCC(C)C)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.52,30,7.52,0
2530,CHEMBL3689878,CCN(CCC(C)(C)C)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.3,50,7.3,0
2531,CHEMBL3689879,CCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CNC(C)(C)C,IC50,7.4,40,7.4,0
2532,CHEMBL3689880,CCN(CCC(C)C)Cc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.7,20,7.7,0
2533,CHEMBL3689881,CCN(CCC(C)(C)C)Cc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.3,50,7.3,0
2534,CHEMBL3689882,CCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)C,IC50,7.52,30,7.52,0
2535,CHEMBL3689883,CCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)(C)C,IC50,7.7,20,7.7,0
2536,CHEMBL3689884,CCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CNC(C)(C)C,IC50,7.7,20,7.7,0
2537,CHEMBL3689885,CCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCCC,IC50,7.4,40,7.4,0
2538,CHEMBL3689886,CCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)C,IC50,7.52,30,7.52,0
2539,CHEMBL3689887,CCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)(C)C,IC50,7.52,30,7.52,0
2540,CHEMBL3689888,CCCCN(CC)Cc1c(CCC)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.4,40,7.4,0
2541,CHEMBL3689889,CC(C)Cc1nc2cc(/C=C/C(=O)NO)ccn2c1CNC(C)(C)C,IC50,7.3,50,7.3,0
2542,CHEMBL3689890,CCCCN(CC)Cc1c(CC(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.4,40,7.4,0
2543,CHEMBL3689891,CCN(CCC(C)C)Cc1c(CC(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.7,20,7.7,0
2544,CHEMBL3689892,CCN(CCC(C)(C)C)Cc1c(CC(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.52,30,7.52,0
2545,CHEMBL3689893,CCc1nc2cc(/C=C/C(=O)NO)ccn2c1CNC(C)(C)C,IC50,7.52,30,7.52,0
2546,CHEMBL3689894,CCCCN(CC)Cc1c(CC)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.3,50,7.3,0
2547,CHEMBL3689895,CCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CCC(C)C,IC50,7.7,20,7.7,0
2548,CHEMBL3689896,CC(C)CCc1nc2cc(/C=C/C(=O)NO)ccn2c1CNC(C)(C)C,IC50,7.7,20,7.7,0
2549,CHEMBL3689897,CCCCN(CC)Cc1c(CCC(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.4,40,7.4,0
2550,CHEMBL3689898,CCN(CCC(C)C)Cc1c(CCC(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.52,30,7.52,0
2551,CHEMBL3689899,CCN(CCC(C)(C)C)Cc1c(CCC(C)C)nc2cc(/C=C/C(=O)NO)ccn12,IC50,7.4,40,7.4,0
2552,CHEMBL3689900,CCC(CC)NCc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,IC50,6.58,260,6.59,0.01
2553,CHEMBL3650142,CC(C)[C@H]1NC(=O)C[C@@H](/C=C/CCS)OC(=O)C[C@H](O)[C@@H](C(C)C)NC(=O)[C@@H](C)NC1=O,IC50,8.36,4.4,8.36,0
2554,CHEMBL3650143,CC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C(C)C)[C@@H](O)CC(=O)O1,IC50,7.67,21.63,7.66,-0.01
2555,CHEMBL3650144,CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)CNC1=O,IC50,7.33,47,7.33,0
2556,CHEMBL3650145,CC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](C(C)C)C(=O)NCC(=O)O1,IC50,6.9,126,6.9,0
2557,CHEMBL3700342,COc1cc2ncnc(Nc3ccc(C(=O)Nc4ccccc4N)cc3)c2cc1OCCCN1CCOCC1,IC50,6.13,735,6.13,0
